CONSOLIDATED_ID,REPRESENTATIVE_STOP,STOPS_IN_CLUSTER,NUM_STOPS,LAT,LONG
C933,CHOI NGAN HOUSE CHOI PO COURT,6631;6632,2,22.501545385,114.12361634999999
C934,SAN TIN PUBLIC TRANSPORT INTERCHANGE,6690;13223,2,22.50317878,114.081932
C935,TIN SUM,9914;9913,2,22.43337787,113.9927481
C936,RURAL COMMITTEE,9870;9871,2,22.43148165,113.9928963
C937,TAI TAO TSUEN,9874;9875,2,22.43645797,114.0015061
C938,FUI SHA WAI,9877;9876,2,22.43812234,114.0040783
C939,SAN HEI TSUEN,12905;9878,2,22.4400358,114.0074079
C940,LONG BIN,9882,1,22.44342532,114.0148257
C941,BAUHINIA GARDEN,13401;1705;1702,3,22.307848429999996,114.26246426666667
C942,LUNG MEI VILLAGE,6471;6470,2,22.47219676,114.2294897
C943,LUNG MEI,6473;6472,2,22.47259336,114.2317052
C944,PLOVER COVE COUNTRY PARK,6478;6476,2,22.47891203,114.2389178
C945,CHI SUM ROAD,13418,1,22.50707694,114.2412143
C946,TAI MEI TUK BUS TERMINUS,6475,1,22.47214137,114.2330459
C947,PING YAN COURT,9907;13353,2,22.44596611,114.0048652
C948,HANG MEI TSUEN,9909;9910,2,22.44372508,114.0077337
C949,TIN SHUI WAI PLAYGROUND,9903,1,22.45381803,114.0048361
C950,TIN SHUI WAI STATION,9908;9899;9898,3,22.446703416666665,114.00329696666667
C951,SHEK PO TSUEN,12622;12623,2,22.44039182,113.9983926
C952,HUNG FUK ESTATE HUNG YUEN ROAD,13238;10000244,2,22.437057695,113.99667744999999
C953,HUNG SHUI KIU TIN SAM ROAD,12958;13208,2,22.43457221,113.9947962
C954,YAN FAI HOUSE YAN SHING COURT,13039,1,22.4860897,114.139044
C955,LUEN WO HUI BUS TERMINUS,6521,1,22.50055741,114.1436175
C956,FANLING FIRE STATION,6529;13248,2,22.4941992,114.1399164
C957,TONG HANG,6535;6522,2,22.49103072,114.1455148
C958,FANLING CENTRE,6523;6524,2,22.49088562,114.1424925
C959,MTR TSUEN WAN WEST STATION,9659;10000226,2,22.36832392,114.1123994
C960,SHEK WAI KOK SUN VILLAGE,9592,1,22.37542063,114.1362872
C961,CHING KOK LIN ASSN.SCHOOL,6581,1,22.4873276,114.1423379
C962,LOK WAH BUS TERMINUS,10249,1,22.32079394,114.2205711
C963,KWONG YUEN BUS TERMINUS,6104,1,22.38127274,114.2160747
C964,SIU LEK YUEN,6101;6100,2,22.38307981,114.2118609
C965,HONG KONG SCHOOL OF MOTORING,6094;6095,2,22.38125638,114.2082628
C966,CASTELLO,6103;6102,2,22.382934665,114.21475455
C967,SHEK YING HOUSE CHUN SHEK ESTATE,6049;6050,2,22.37296917,114.1855937
C968,SUN TIN WAI ESTATE,10000151;6053;6045;6046,4,22.369081414999997,114.187375125
C969,MEI LAM ESTATE,6061;6062,2,22.377254385,114.17853965
C970,MEI FAI STREET,13080,1,22.37670803,114.174175
C971,MEI CHUEN HOUSE,13201,1,22.37714146,114.172602
C972,HANG FAI STREET,13091;12499,2,22.414268095,114.2239851
C973,TAK SUN SECONDARY SCHOOL,1096;6153,2,22.41073789,114.2214441
C974,KAM TAI COURT,1097;6152,2,22.40885078,114.2205015
C975,CHEVALIER GARDEN BUS TERMINUS,1098;13369,2,22.4054002,114.2237927
C976,OCEAN VIEW,10284,1,22.4144672,114.2224457
C977,SAI KUNG BUS TERMINUS,8306;10000183,2,22.38197979,114.2739968
C978,SAI KUNG TOWN HALL,8304;8303,2,22.3826859,114.2710745
C979,LAKE SIDE GARDEN,8302;8301,2,22.38076373,114.2687719
C980,HABITAT,8293;8294,2,22.3674574,114.260151
C981,PAK SHA WAN,8291;8292,2,22.36458611,114.2593337
C982,FISHERMAN VILLAGE,8290;8289,2,22.36171562,114.2568854
C983,PAK WAI,8287;8288,2,22.35968588,114.252457
C984,HO CHUNG,8286;8285,2,22.355654254999997,114.25134805
C985,MEI CHI HOUSE,12895;12881,2,22.376522819999998,114.17099015
C986,MEI CHUNG COURT,6068,1,22.38013962,114.1737963
C987,MEI WAI HOUSE,6067,1,22.38015771,114.1759616
C988,MAY SHING COURT,6066,1,22.37901983,114.1737769
C989,MEI LAM BUS TERMINUS,6065,1,22.37778267,114.1748838
C990,TUNG LO WAN VILLAGE,6056;13156;6058;13157,4,22.377522995000003,114.18130455
C991,LUCKY PLAZA,986,1,22.38283016,114.190566
C992,RAVANA GARDEN,6112;10000182;6114;6113,4,22.39172765,114.20623795
C993,GARDEN VISTA,6115,1,22.39289696,114.2070272
C994,PO LO CHE,8300;8299,2,22.37851692,114.2655661
C995,PAK KONG,8297;8298,2,22.37503318,114.2617576
C996,TAI CHUNG HAU,8296;8295,2,22.37223457,114.260115
C997,NAM PIN WAI,8283;8284,2,22.35444898,114.250697
C998,WO MEI,13053;8281;8282,3,22.351745383333334,114.25167606666668
C999,NAM WAI,8279,1,22.35176575,114.2531712
C1000,CHENG CHEK CHEE SECONDARY SCHOOL,8272;8271,2,22.34221821,114.2577868
C1001,TA KU LING SAN TSUEN,8269;8270,2,22.34376415,114.2542832
C1002,PIK UK,8267;8268,2,22.33986643,114.2466219
C1003,PAK SHEK WO,8265;8266,2,22.33721305,114.242796
C1004,TSENG LAN SHUE,8263;8264,2,22.33419892,114.237446
C1005,DENON TERRACE,8262;8261,2,22.33330125,114.235082
C1006,ANDERSON ROAD,8260;8259;8174;8173;8172,5,22.320670278,114.24413729999999
C1007,GOOD HOPE SCHOOL,8324;13123,2,22.33390585,114.2223904
C1008,TONG MING STREET PARK,8159;8158;8157,3,22.310839299999998,114.25908863333332
C1009,TSEUNG KWAN O TUNNEL INTERCHANGE,10000036;10000003,2,22.31531479,114.2405242
C1010,WEST KOWLOON LAW COURTS BUILDING,12456;13367,2,22.330460935,114.15383545
C1011,CHEUNG SHA WAN (SHAM MONG ROAD) BUS TERMINUS,12532,1,22.33099305,114.1493654
C1012,CHEUNG SHA WAN (HOI YING ESTATE) BUS TERMINUS,13365,1,22.32753426,114.1489584
C1013,YING MING COURT,1050;1069,2,22.32704787,114.2557202
C1014,YAN MING COURT,1051;1068;10000189,3,22.324821616666668,114.25919063333333
C1015,HO MING COURT,1052,1,22.32200697,114.2594057
C1016,METRO CITY PHASE II,8154;8155;12953;1053,4,22.323346295,114.258336425
C1017,METRO CITY,10344;1003,2,22.32439683,114.25687865
C1018,VERBENA HEIGHTS,1055;8156,2,22.32182832,114.2554552
C1019,TSEUNG KWAN O SWIMMING POOL,10345;13151,2,22.31652488,114.2604216
C1020,HONG KONG VELODROME,10346;999,2,22.313237705,114.26050699999999
C1021,TONG MING COURT,8160,1,22.31021396,114.2575451
C1022,SHEUNG CHI HOUSE,998,1,22.31133206,114.260865
C1023,PO HONG PARK,13276;1056,2,22.31890188,114.2565504
C1024,PO LAM FIRE STATION,1070;1049,2,22.326426495,114.25207995
C1025,TSUI LAM ESTATE,8175;8171,2,22.32135211,114.2503204
C1026,CHUNG MING COURT,8153;10000019;1066,3,22.317972010000002,114.26191396666667
C1027,HING WAH STREET WEST (HOI YING ESTATE),13395,1,22.32908688,114.145454
C1028,HING WAH STREET WEST (BUS DEPOT),13366,1,22.32986336,114.1446967
C1029,HONG SING GARDEN,1046;1047;8170,3,22.318165496666666,114.25424643333334
C1030,HAVEN OF HOPE HOSPITAL,8168,1,22.31427752,114.257955
C1031,HAU TAK ESTATE,1001;1007,2,22.31915985,114.26416
C1032,FU NING GARDEN,13142,1,22.31869738,114.2676247
C1033,HANG HAU (NORTH)(TSEUNG KWAN O HOSPITAL),8150;1417,2,22.317576815000002,114.2689973
C1034,CHUNG WA ROAD,1008,1,22.31681084,114.2660997
C1035,HANG HAU STATION,10281;1000,2,22.315258495000002,114.2644196
C1036,KING LAM ESTATE,1067;1006,2,22.32199697,114.2612984
C1037,YUK MING COURT,1416;1419,2,22.31491303,114.2685734
C1038,NGAN O ROAD,8105;8106,2,22.31469741,114.2665836
C1039,OSCAR BY THE SEA,12464;8149;10364,3,22.307998966666663,114.26793156666666
C1040,PAK SHING KOK,12463;12462,2,22.30346967,114.2713512
C1041,THE BEAUMOUNT,8147;8148,2,22.29705719,114.2726279
C1042,FIRE AND AMBULANCE SERVICES ACADEMY,13229,1,22.30548151,114.2746911
C1043,"SYMPHONY BAY, CHEUNG MUK TAU",6179;6178,2,22.43020578,114.2509799
C1044,NAI CHUNG,10000077;6181,2,22.43158539,114.2553129
C1045,CHE HA,6182;6183,2,22.42866575,114.2608868
C1046,MA KWU LAM,6184;6185,2,22.425662154999998,114.26272085
C1047,NGA YIU TAU,12410;6187,2,22.42088774,114.2660689
C1048,SAI KENG,6188;6189,2,22.41763674,114.2661057
C1049,KEI LING HA SAN WAI,6190;6191,2,22.41437458,114.2699303
C1050,KEI LING HA LO WAI,6192;6193,2,22.408945,114.2737825
C1051,SHUI LONG WO,6194;6195,2,22.40595474,114.2757131
C1052,O TAU,6199;6197,2,22.40157991,114.2821585
C1053,SAI SHA ROAD WONG CHUK WAN,6201;6200,2,22.39805697,114.2837582
C1054,O TAU NEW VILLAGE,6196,1,22.40416341,114.2809465
C1055,TAI YAU STREET,10265,1,22.3375682,114.1983856
C1056,TSEUK LUK STREET,8082,1,22.3352655,114.1976087
C1057,LE PRESTIGE LOHAS PARK,8146;10245,2,22.294297805,114.2735285
C1058,TAI CHIK SHA FIRE STATION,8145,1,22.28952524,114.2733311
C1059,CHUN YAT STREET,8142,1,22.28700676,114.2715342
C1060,T.K.O. INDUSTRIAL EST. BUS TERMINUS,8143;10000156,2,22.283228180000002,114.2702557
C1061,CHUN WANG STREET,8144,1,22.28214778,114.2723848
C1062,CHUN CHOI STREET,8141;8139,2,22.28389891,114.27375425
C1063,CHUN KWONG STREET,8140,1,22.28639168,114.2732222
C1064,SHATIN HOSPITAL,1100;6116,2,22.39853096,114.2121367
C1065,A KUNG KOK,6117;6118,2,22.40192567,114.2154492
C1066,CHEVALIER GARDEN,6151;6119,2,22.40720656,114.2229095
C1067,MAK PIN,8311;8310,2,22.395583,114.283164
C1068,TAI WAN,10283;8309,2,22.39462925,114.277725
C1069,Hong Kong Academy,13210;13209,2,22.38567697,114.27534915000001
C1070,SAI O,6180,1,22.43068294,114.2540788
C1071,LEE FOO HOUSE,8255,1,22.33011157,114.2272425
C1072,"LAI YEUNG HOUSE, LEI CHENG UK ESTATE",9254,1,22.33983541,114.1597603
C1073,AZALEA HOUSE SO UK ESTATE,13315;9246,2,22.33961831,114.1565666
C1074,TAI NAN WEST STREET,9097;9240;12435,3,22.3361044,114.1496265
C1075,KWONG CHEUNG STREET,9239;4194;4195,3,22.339117693333336,114.1502277
C1076,WONG TAI SHAN MEMORIAL COLLEGE,10000200;9177;13217,3,22.334733803333336,114.1682157
C1077,SHEK KIP MEI COMMERCIAL CENTRE,9175;9192;12440;9193;9176;13027,6,22.332680753333335,114.16653815000001
C1078,SHAM SHUI PO POST OFFICE,9234,1,22.33206946,114.1634886
C1079,CAMP STREET,4206;9253;4198,3,22.33432391,114.16135609999999
C1080,WING LUNG STREET,9236;9248;9249,3,22.33770393,114.1573919
C1081,UN CHAU SHOPPING CENTRE,4208;4209;10000049;12757,4,22.3388098925,114.1551858
C1082,WANG CHIU HOUSE,1354,1,22.34067578,114.1877273
C1083,CHAK ON ESTATE,9164;9162;9161,3,22.34041382,114.16484363333332
C1084,SHEK KIP MEI FIRE STATION,9184;9185,2,22.33868912,114.1668564
C1085,SHUI TIN HOUSE PAK TIN ESTATE,9181;9180;9179;9182,4,22.33623742,114.1686767
C1086,BLOCK 9 PAK TIN ESTATE,10254;10000103;9189;13219,4,22.336451717499997,114.16569415000001
C1087,CONCORDIA LUTHERAN SCHOOL,9199;9198;9203;9197;12747,5,22.33136553,114.17123472
C1088,TAI HANG TUNG RECREATION GROUND,9201;9202;9200,3,22.328087459999995,114.17218610000002
C1089,TUNG TAU ESTATE,10253,1,22.33327028,114.1929102
C1090,TUNG TSING ROAD,8093,1,22.33147325,114.1923664
C1091,REGAL ORIENTAL HOTEL,7056,1,22.32964,114.1927739
C1092,"LAI TIN HOUSE, PAK TIN ESTATE",13218,1,22.33511303,114.1672353
C1093,FUK WA STREET,9233;9232;9230;9211;9168;4205;9169,7,22.331228404285714,114.16443995714285
C1094,LEI CHENG UK SHOPPING CENTRE,13316,1,22.33843549,114.1581102
C1095,WANG FU HOUSE,1374,1,22.34060362,114.1865236
C1096,KENT ROAD,9128,1,22.34000789,114.1767773
C1097,SHEK KIP MEI PARK,1376;1350,2,22.33949301,114.1702054
C1098,CHAK YAN CENTRE,1377;1349,2,22.34003467,114.1667496
C1099,BLOCK 23 SHEK KIP MEI ESTATE,12439;9187;9186,3,22.333896793333334,114.16534893333333
C1100,EDE ROAD,4242,1,22.34012528,114.1783984
C1101,KA KEUNG COURT,1353,1,22.34071207,114.1849413
C1102,SHEK KIP MEI STATION,9195;9194,2,22.33180788,114.1679926
C1103,MAN LOK HOUSE,9196,1,22.33161832,114.1695748
C1104,FU TIN HOUSE PAK TIN ESTATE,9183,1,22.33694634,114.1691377
C1105,KWAI TSING THEATRE,9494;9495,2,22.35631809,114.1258561
C1106,MORNINGHOPE SCHOOL,9550,1,22.34432666,114.1296659
C1107,KWAI CHUNG HOSPITAL,9552;9551,2,22.34349635,114.1313941
C1108,PRINCESS MARGARET HOSPITAL,9553;9554,2,22.34124807,114.132618
C1109,CHING LAI COURT,10266;9555,2,22.33949668,114.1346182
C1110,CHING LAI COMMERCIAL CENTRE,12377;9556,2,22.3400659,114.1357732
C1111,KAU WA KENG,9559;9558,2,22.34354275,114.1361023
C1112,WAH LAI ESTATE,9560,1,22.34269439,114.1381897
C1113,LAI WAN ROAD,12888;9563;4217,3,22.339976499999995,114.13953
C1114,NASSAU STREET,4213;4216;10000197,3,22.338549939999996,114.14070499999998
C1115,LAI CHI KOK BAY GARDEN,9557;13322;9561,3,22.3415681,114.13624523333334
C1116,KWAI HING ESTATE KWAI HING ROAD,9523;9524,2,22.36667791,114.1318915
C1117,PANDA HOTEL,9669;9670,2,22.369107975,114.1202054
C1118,HOLFORD GARDEN,6039;6040,2,22.373610575,114.17702489999999
C1119,"CARADO GARDEN/<br>Carado Garden, Che Kung Miu Road",6018;6017,2,22.368666345,114.175049
C1120,HIN TIN PLAYGROUND,12896;6007,2,22.365388225,114.1729713
C1121,"HIN KENG SHOPPING CENTRE/<br>Hin Keng Shopping Centre, Che Kung Miu Road",6008,1,22.3641465,114.1719616
C1122,"HIN HING HOUSE/<br>Hin Hing House Hin Keng Estate, Hin Keng Street",6009,1,22.36402915,114.1739714
C1123,HA KENG HAU VILLAGE,6003;6004,2,22.365483085,114.17535000000001
C1124,LUNG HANG ESTATE,6013;6014,2,22.36884244,114.1786415
C1125,WESTERN HARBOUR TUNNEL BBI/<br>Western Harbour Crossing Bus-Bus Interchange,911,1,22.30501338,114.159124
C1126,"FLEMING ROAD/<br>Fleming Road, Hennessy Road",132;119;12583,3,22.27778698,114.1738082
C1127,PING LAI PATH KWAI CHUNG,9487;13013,2,22.36742827,114.1349691
C1128,SHEK YING PATH KWAI CHUNG,9527,1,22.36456579,114.1357564
C1129,GREENKNOLL COURT SHEK PAI STREET,9584,1,22.36292245,114.1366015
C1130,SHEK LEI COMMERCIAL COMPLEX,9582;9581,2,22.3642866,114.13885365
C1131,SHEK KAI HOUSE SHEK LEI ESTATE,9579;12749,2,22.36471131,114.1400283
C1132,SHEK LEI CATHOLIC PRIMARY SCHOOL,9578,1,22.36705971,114.1421152
C1133,SHEK LEI (TAI LOONG STREET) BUS TERMINUS,9580;13069,2,22.365690885,114.13900375
C1134,YIP SHING STREET KWAI CHUNG,9528;9529,2,22.36104399,114.1361749
C1135,WAH YUEN CHUEN,9532;9533,2,22.35199459,114.1331485
C1136,CHUNG SHAN TERRACE,9534;9535,2,22.3437693,114.139364
C1137,BUTTERFLY VALLEY VILLAGE,9536,1,22.34010371,114.1430926
C1138,Cheung Sha Wan (Kom Tsun Street),9242;9243;10000004,3,22.33751228,114.14479196666667
C1139,TA CHUEN PING STREET KWAI CHUNG,9586;9587,2,22.36631809,114.1372608
C1140,SHEK KUK HOUSE SHEK WAI KOK ESTATE,10000165;9604;9605,3,22.37591096,114.12462226666666
C1141,HOI PA RESITE VILLAGE,9606;9607,2,22.378804600000002,114.1273724
C1142,SAM TUNG UK RESITE VILLAGE,9617;9616,2,22.37964504,114.1293821
C1143,SAU SHAN HOUSE CHEUNG SHAN ESTATE,9600,1,22.37875165,114.1315671
C1144,IVE (HAKING WONG),9099;9098,2,22.334651,114.1529563
C1145,TUNG CHAU WEST STREET,9241,1,22.33804553,114.1471313
C1146,TSAP FAI STREET,9238,1,22.33990672,114.1524991
C1147,FAT TSEUNG STREET,9247;9237;10000046,3,22.338405190000003,114.1564891
C1148,LEI PUI STREET BUS TERMINUS,9585,1,22.3625436,114.1383978
C1149,SHEK YI ROAD KWAI CHUNG,9588,1,22.36844074,114.1392118
C1150,SHEK HO HOUSE SHEK WAI KOK ESTATE,9603;9602,2,22.374351025,114.1226113
C1151,WAI TSUEN SPORTS CENTRE,9608,1,22.37314991,114.1224516
C1152,HIU KWAI HOUSE KWAI CHUNG ESTATE,12449;12448;12450;13010;1176;10000025,6,22.367716865000002,114.12820805
C1153,CHAU KWAI HOUSE KWAI CHUNG ESTATE,9521;1175;1191;9522,4,22.3686257525,114.13013827500001
C1154,KWAI SHING (CENTRAL) BUS TERMINUS,10000055;9507;9506,3,22.361211530000002,114.12242383333334
C1155,KWAI SHING EAST BUS TERMINUS,10341;9511;10000233,3,22.363530859999997,114.12705093333334
C1156,KWAI YIP STREET KWAI SHING,9517;9518,2,22.365055685,114.1276054
C1157,SHING ON HOUSE KWAI SHING ESTATE,9520;9519,2,22.36492416,114.1257267
C1158,HIGH PROSPERITY TERRACE,13007;13006,2,22.36488737,114.1236393
C1159,HA KWAI HOUSE KWAI CHUNG ESTATE,9525,1,22.36621711,114.1310178
C1160,FU KWAI HOUSE TAI WO HAU ESTATE,1178;1188,2,22.366702965,114.12505615
C1161,FU ON HOUSE TAI WO HAU ESTATE,1187;1179,2,22.36785867,114.1244343
C1162,LAM WOO MEMORIAL SECONDARY SCHOOL,9515;9516,2,22.36525054,114.1299695
C1163,SHING FUNG HOUSE KWAI SHING ESTATE,9514,1,22.36388661,114.1288631
C1164,LU KWONG FAI MEMORIAL SCHOOL,9502;9503,2,22.36420081,114.1229308
C1165,BLOCK 6 KWAI SHING ESTATE,9504;9505,2,22.36187939,114.1212423
C1166,KWAI SHING SWIMMING POOL,9508;9509,2,22.35971248,114.1224859
C1167,SOUTH KWAI CHUNG POLYCLINIC,9510;10268;13121,3,22.36113700333333,114.12463426666666
C1168,SHING LOK HOUSE KWAI SHING ESTATE,9512;9513,2,22.36245946,114.1277859
C1169,TSUEN FU STREET TSUEN WAN,1180,1,22.36796629,114.1221817
C1170,SHEK YAM ROAD KWAI CHUNG,9589,1,22.36969605,114.1395124
C1171,SHEK CHUN HOUSE SHEK LEI ESTATE,9583,1,22.36341943,114.1378538
C1172,LUK YEUNG SUN CHUEN,9615,1,22.37197561,114.1214713
C1173,WO HING ROAD FANLING,6536,1,22.48667852,114.1479451
C1174,CENTRAL (HONG KONG STATION) BUS TERMINUS,12544,1,22.28603076,114.1568751
C1175,WO HOP SHEK SAN TSUEN,6537,1,22.48617305,114.149296
C1176,EASTERN HARBOUR TUNNEL BBI,885;1063,2,22.30096803,114.2327443
C1177,CENTRAL FERRY PIER NO.5,10241,1,22.28700633,114.1591942
C1178,"CAUSEWAY BAY CENTRE/<br>Causeway Centre, Harbour Road",32;891;10000110;1130;13206,5,22.281242130000003,114.17590014
C1179,GENERAL POST OFFICE,1243;28,2,22.2830103,114.1593887
C1180,CITIC TOWER,10000043,1,22.28109195,114.1673748
C1181,HONG KONG CONVENTION & EXHIBITION CENTRE,10000044;10307;3022,3,22.280953733333334,114.1740151
C1182,QUEEN STREET,10246,1,22.28842243,114.1474038
C1183,WO KWAI LANE,9486,1,22.36708461,114.1330564
C1184,"TSUN YIP STREET, KWUN TONG",10000279;10000280,2,22.30973124,114.2213635
C1185,KAM LUNG COURT,6171;6170,2,22.42583082,114.2396129
C1186,KAM YING COURT,6167;6168,2,22.42394392,114.2383979
C1187,MA ON SHAN POLICE STATION,6165;6164,2,22.422586815,114.2329531
C1188,FOK ON GARDEN,1106;1103,2,22.423261144999998,114.2282668
C1189,WO CHE ESTATE,6135;6137,2,22.38759771,114.1961695
C1190,TSING YI FERRY,9428;9427,2,22.353525955000002,114.10893064999999
C1191,TSING YI INDUSTRIAL CENTRE,9424;9423,2,22.34982813,114.1093741
C1192,KAM CHUN COURT,10000290;10000289,2,22.41328286,114.2269908
C1193,YEE WAI HOUSE TSING YI ESTATE,9463,1,22.35516257,114.1033718
C1194,TSING YI ESTATE,12416;13153;9464,3,22.354085123333334,114.10381243333332
C1195,CHEUNG HONG BUS TERMINUS,9441,1,22.3496697,114.0984818
C1196,KWAI TAI ROAD KWAI CHUNG,9421;9422,2,22.3515389,114.1197805
C1197,KWAI TSING INTERCHANGE,9468;9469,2,22.35407723,114.1219347
C1198,YAN KWAI HOUSE KWAI CHUNG ESTATE,1177;1189,2,22.36713702,114.1269396
C1199,KAM ON COURT,1095;6156,2,22.41874655,114.22620599999999
C1200,YAN ON ESTATE,13067;13170,2,22.41512066,114.22668060000001
C1201,CHUNG ON ESTATE,6158;6157,2,22.42049819,114.2270905
C1202,MONG KOK EAST STATION,10000161;9115,2,22.322456889999998,114.17222995
C1203,LUEN WAN STREET,9114,1,22.3212513,114.1722251
C1204,HIN KENG BUS TERMINUS,6011;13375,2,22.36263837,114.1710878
C1205,MEI FUNG HOUSE MEI LAM ESTATE,6064;6063,2,22.37615267,114.17635975
C1206,CHUN SHEK BUS TERMINUS,6048,1,22.37314064,114.1873706
C1207,HIN TIN VILLAGE,6010,1,22.36290933,114.1725636
C1208,WO CHE BUS TERMINUS,6136,1,22.38841065,114.1943926
C1209,SAN HOI TIN TSUEN,10219,1,22.39912552,114.1087483
C1210,TAI MO SHAN COUNTRY PARK,10217;10218,2,22.40669162,114.1053745
C1211,VIEWING POINT (ROUTE TWISK),10216,1,22.41333105,114.1101108
C1212,SHEK KONG VILLAGE,10214;10215,2,22.42094478,114.1126617
C1213,SHEK KONG CAMP,13048;10213,2,22.42299453,114.1122237
C1214,LUI KUNG TIN TSUEN,10210;10211,2,22.4276525,114.1079961
C1215,SHEK KONG,10212;6680,2,22.43027932,114.1055664
C1216,SHEUNG TSUEN BUS TERMINUS,6681,1,22.43217467,114.1032342
C1217,CHUN HA,10000113,1,22.39686828,114.1096719
C1218,PAK TIN PA TSUEN,9627,1,22.37591229,114.119654
C1219,KWONG PAN TIN TSUEN SECTION 1,9625;9624,2,22.37975676,114.1128942
C1220,KWONG PAN TIN TSUEN SECTION 2,9623;9622,2,22.38121957,114.112544
C1221,TSO KUNG TAM OUTDOOR REC. CENTRE,9619;9621,2,22.38416192,114.1086487
C1222,HA FA SHAN TSUEN,9618,1,22.38815212,114.1056462
C1223,TAI KIU TSUEN,10222;9620,2,22.39181798,114.1044596
C1224,CHUEN LUNG,10220;10221,2,22.39527842,114.1085074
C1225,KWONG PAN TIN TSUEN SECTION 4,13253,1,22.38687928,114.106715
C1226,MUK MIN HA TSUEN,9626,1,22.37633569,114.1168089
C1227,HONG KONG GARDEN COMMERCIAL COMPLEX,13318,1,22.36085838,114.043077
C1228,VISTACLIFF,12758,1,22.35825372,114.0384678
C1229,PEARL ISLAND,1203,1,22.36810944,113.9961255
C1230,YOHO MALL (YUEN LONG),10000169,1,22.44509819,114.0365069
C1231,SIU LAM,9726,1,22.36411989,114.0150244
C1232,TUEN MUN SIU LUN GOVERNMENT COMPLEX,9731,1,22.38375785,113.9794325
C1233,TSING SIN PLAYGROUND,9732,1,22.38443647,113.9805289
C1234,SHEK PO ROAD TIN SHUI WAI,9927,1,22.44664055,113.9980932
C1235,SHA CHAU LEI TSUEN,9925;9926,2,22.44602368,113.9955876
C1236,HA TSUEN SHI,9922;9923,2,22.44607519,113.9932171
C1237,SAN UK TSUEN,9921;9920,2,22.44503567,113.9923247
C1238,SAN SANG TSUEN,9917;12620,2,22.44019468,113.9917288
C1239,SAN LEE UK TSUEN,9916;9915,2,22.43612256,113.9922491
C1240,LEE UK TSUEN,9919;9918,2,22.44351746,113.991365
C1241,HA TSUEN,12967,1,22.44669097,113.9947318
C1242,KING LAI HOUSE SHAN KING ESTATE,9798;9797,2,22.401206345,113.9663944
C1243,YIP WONG ESTATE,10000293,1,22.38924406,113.9687818
C1244,TIN HAU ROAD,10000294,1,22.3915414,113.9715946
C1245,YIP WONG ROAD,10000292,1,22.38812612,113.9702109
C1246,TUEN MUN FIRE STATION,9791;9790,2,22.39504311,113.9699385
C1247,LUNG YAT ESTATE,13246,1,22.38712044,113.9676488
C1248,TELFORD GARDENS BUS TERMINUS,10256,1,22.32234904,114.2131366
C1249,EMSD HEADQUARTERS,10000063;10000064,2,22.32636969,114.2024606
C1250,MERIT INDUSTRIAL CENTRE,13416,1,22.31892077,114.1919283
C1251,MUK TAI STREET,10000066,1,22.32525922,114.2004997
C1252,FUK WA STREET REST GARDEN,4204;4200,2,22.328620020000002,114.1668086
C1253,CENTRAL (CENTRAL FERRY PIERS),240;360,2,22.286356225,114.16009184999999
C1254,CENTRAL FERRY PIER NO.3,359,1,22.28765628,114.1569622
C1255,"Fu Yee Road, Siu Sai Wan Road",10000307;159;1552,3,22.263273740000002,114.24909026666667
C1256,"LEE MING HOUSE/<br>Lee Ming House Shun Lee Estate, Shun Ching Street",10238,1,22.33158431,114.2247484
C1257,"TSING FUNG STREET FLYOVER/<br>Tsing Fung Street flyover, King's Road",657,1,22.28612148,114.1930698
C1258,"HONG KONG STATION/<br>Hong Kong Station, Man Cheung Street",1574;510,2,22.285141385,114.15811245
C1259,"V CITY, YAN CHING STREET",12718,1,22.39667457,113.9746655
C1260,"LAM WAH STREET PLAYGROUND/<br>Lam Wah Street Playground, Wang Kwong Road",8332,1,22.32268455,114.2063327
C1261,"KOWLOON BAY FIRE STATION/<br>Kowloon Bay Fire Station, Wang Kwong Road",8330,1,22.32360572,114.2060514
C1262,NG TUNG CHAI (PAK NGAU SHEK),6559;6560,2,22.44022935,114.125262
C1263,CHAI KEK ROAD,6558,1,22.44097942,114.1269909
C1264,CHAI KEK,6557;6556,2,22.44194595,114.1278746
C1265,MA PO MEI,6554;6555,2,22.44354481,114.1294769
C1266,SHUI WO,6552;6553,2,22.444529535,114.13085125
C1267,PING LONG,6550;6551,2,22.44583939,114.1324392
C1268,SAN TONG,6548;6549,2,22.44861241,114.1349642
C1269,SAN TSUEN,6546;6709;6708;6547,4,22.54233946,114.2165186
C1270,CHUNG UK TSUEN,6544;6545,2,22.45385149,114.1408501
C1271,FONG MA PO (LAM TSUEN WISHING TREE),6542;6543,2,22.45551342,114.1423555
C1272,HANG HA PO,6540;6541,2,22.4574012,114.1443467
C1273,KAU LIU HA,6456;6457,2,22.45929785,114.1456773
C1274,HONG LOK YUEN,6455;6454,2,22.46069809,114.1485043
C1275,SAM TO HANG,6453,1,22.45824221,114.1508754
C1276,PARC VERSAILLES,6451;6452,2,22.45396248,114.155627
C1277,TAI HING BUS TERMINUS,9806,1,22.40249585,113.9719864
C1278,"HONG KONG TRUE LIGHT COLLEGE/<br>Hong Kong True Light College, Lei Tung Estate Road",482,1,22.24183486,114.1579581
C1279,"TUNG HING HOUSE LEI TUNG ESTATE/<br>Tung Hing House Lei Tung Estate, Lei Tung Estate Road",659,1,22.24058829,114.1552907
C1280,"LEI TUNG MARKET/<br>Lei Tung Market, Lei Tung Estate Road",484,1,22.24145517,114.1548055
